time_s,log_time_s,sample_time_us,log_time_us,state,lagged,pressure_pa,temperature_c,baro_altitude_rel_m,smooth_altitude_m,dalt_dt_mps,dalt_dt_z,alignment_weight
0.267859,0.272923,1122428897,1122433961,fresh,False,97120,25.01,-0.08685983462213498,-0.23411188981247116,-0.8100206577113911,0.6705843409795968,0.9205843409795968
0.289299,0.294385,1122450337,1122455423,fresh,False,97120,24.99,-0.08685983462213498,-0.08680325764117489,6.256725580117394,1.004116531936453,1.254116531936453
0.310716,0.315895,1122471754,1122476933,fresh,False,97119,24.99,0.0,0.034060827816361515,3.8721767558369042,0.8915719793178173,1.1415719793178174
0.334379,0.337349,1122495417,1122498387,fresh,False,97121,25.01,-0.17371894507729913,0.07938108059703264,-0.143094051923097,0.7020615561716812,0.9520615561716812
0.355425,0.358837,1122516463,1122519875,fresh,False,97119,24.99,0.0,0.037840805842588365,-1.4318114264568416,0.6412374208501801,0.8912374208501801
0.376931,0.380306,1122537969,1122541344,fresh,False,97118,25.0,0.08686055879402743,0.018958705366474222,-1.6513585134995008,0.6308753647503658,0.8808753647503658
0.397472,0.401833,1122558510,1122562871,fresh,False,97118,25.0,0.08686055879402743,-0.030134755917001054,-2.018794445607559,0.613533336701269,0.863533336701269
0.418126,0.423298,1122579164,1122584336,fresh,False,97123,25.0,-0.3474349935654608,-0.0641214034112486,-0.1495260021728848,0.7017579847136525,0.9517579847136525
0.439608,0.444782,1122600646,1122605820,fresh,False,97120,25.0,-0.08685983462213498,-0.033908153481218575,-2.888026405011737,0.5725078307452393,0.8225078307452393
0.461135,0.466301,1122622173,1122627339,fresh,False,97123,25.0,-0.3474349935654608,-0.1887194383025083,-1.7882197483159858,0.6244158675547472,0.8744158675547472
0.484417,0.487762,1122645455,1122648800,fresh,False,97119,25.0,0.0,-0.09429791478419008,0.468855927097068,0.7309440164142762,0.9809440164142762
0.505801,0.509254,1122666839,1122670292,fresh,False,97164,25.0,-3.9079758295498523,-0.15471736228011027,1.4611467238912872,0.777777582016143,1.027777582016143
0.527357,0.530697,1122688395,1122691735,fresh,False,97080,25.0,3.3880985399398145,-0.030075754434985714,6.4980583006508965,1.0155068137323715,1.2655068137323715
0.547875,0.552194,1122708913,1122713232,fresh,False,97088,25.0,2.6930141309012026,0.1172316493527169,8.174069212603413,1.0946102048430832,1.3446102048430832
0.568466,0.573649,1122729504,1122734687,fresh,False,97108,25.0,0.955505979333301,0.3060975334865767,8.635715628138557,1.1163987246567115,1.3663987246567115
0.589983,0.595111,1122751021,1122756149,fresh,False,97129,25.01,-0.8685657605581909,0.4798483505745672,8.525466688232164,1.1111952591239025,1.3611952591239025
0.611448,0.616619,1122772486,1122777657,fresh,False,97125,25.01,-0.5211481455727607,0.6724923557846062,9.387647129066245,1.1518879515956066,1.4018879515956066
0.63487,0.638126,1122795908,1122799164,fresh,False,97129,25.0,-0.8685657605581909,0.9029212269705092,10.479675973393658,1.2034288957272743,1.4534288957272743
0.656371,0.659641,1122817409,1122820679,fresh,False,97131,24.98,-1.0422702237528725,1.1409071282885932,14.490217642998815,1.392716115753185,1.642716115753185
0.677883,0.681132,1122838921,1122842170,fresh,False,97111,24.99,0.6949047483906912,1.526264253361474,18.675390621862995,1.5902454830455475,1.8402454830455475
0.69852,0.702621,1122859558,1122863659,fresh,False,97160,24.99,-3.5606595508896643,1.9267501276293382,16.74120781886003,1.4989570447338219,1.7489570447338219
0.741301,0.745788,1122902339,1122906826,fresh,False,97096,24.99,1.9979760958440207,2.4066075797158613,24.137747285809397,1.8480546252730154,2.0980546252730154
0.76216,0.767312,1122923198,1122928350,fresh,False,97137,25.0,-1.5633662374834634,3.0415094614250004,34.10146535179997,2.318316412633769,2.568316412633769
0.785594,0.788789,1122946632,1122949827,fresh,False,97087,25.0,2.7798971458157293,3.9370963104993377,31.07582171256489,2.1755138387070723,2.4255138387070723
0.807202,0.810308,1122968240,1122971346,fresh,False,97081,24.99,3.3012104524950256,4.466291581347109,31.310790978385242,2.18660378185758,2.43660378185758
0.828564,0.831776,1122989602,1122992814,fresh,False,97069,24.99,4.343915335078776,5.279184619726015,42.51600929986057,2.7154611783359672,2.9654611783359672
0.849083,0.853259,1123010121,1123014297,fresh,False,97075,24.99,3.8225498479464823,6.239528779367105,52.869550382538804,3.20412160638163,3.45412160638163
0.869729,0.874744,1123030767,1123035782,fresh,False,97068,24.99,4.430812119830897,7.4571054155640875,59.26480286540047,3.50596102448793,3.75596102448793
0.891124,0.896234,1123052162,1123057272,fresh,False,97057,24.99,5.386724596069797,8.731523923075386,62.46531397114765,3.6570168916941626,3.9070168916941626
0.912421,0.917715,1123073459,1123078753,fresh,False,97055,24.99,5.560536289109957,10.123307671543822,55.715347825713295,3.3384359038387057,3.5884359038387057
0.949544,0.960638,1123110582,1123121676,fresh,False,97021,24.98,8.515778883110801,11.568100149830839,47.14731605296146,2.934046908793669,3.184046908793669
0.978691,0.982104,1123139729,1123143142,fresh,False,97014,24.97,9.124315273538738,13.13060376442728,76.49261814908374,4.31906945991016,4.25
0.999201,1.003585,1123160239,1123164623,fresh,False,96996,24.97,10.689286404424573,15.02975082946489,87.45107637242057,4.836280416371741,4.25
1.019953,1.025063,1123180991,1123186101,fresh,False,96951,24.97,14.602743279310204,16.73650517021343,88.71617289150032,4.895989708255159,4.25
1.041264,1.046545,1123202302,1123207583,fresh,False,96927,24.98,16.6905216991599,18.768751090097922,91.4076095959702,5.023018577079992,4.25
1.062786,1.068036,1123223824,1123229074,fresh,False,96940,24.97,15.559589769438563,20.650090570011113,85.89297723174707,4.76274215666532,4.25
1.086064,1.089484,1123247102,1123250522,fresh,False,96873,24.96,21.389554013616046,22.61119410484923,87.61250501948302,4.843899432044007,4.25
1.107396,1.110991,1123268434,1123272029,fresh,False,96854,24.96,23.043421651078376,24.545933680521227,92.1991054650137,5.060375140122008,4.25
1.129289,1.132469,1123290327,1123293507,fresh,False,96807,24.96,27.13569687197241,26.598208432622233,100.62460023116023,5.458036756185893,4.25
1.149804,1.153976,1123310842,1123315014,fresh,False,96788,24.96,28.79047752718711,28.794847942806527,108.01137922346072,5.806673667502667,4.25
